transaction_id,user_id,device_hash,instrument_id,amount,timestamp,hour_of_day,is_weekend,account_age_days,historical_chargebacks,device_reuse_count,instrument_reuse_count,velocity_5min,velocity_1hr,label
tx_2069,u_571,d_571,inst_571,363.70431162792266,2026-05-14 19:31:39.395057,19,0,130.9115721544116,0,1,1,1,1,0
tx_4480,u_614,d_614,inst_614,203.38494236102807,2026-05-14 19:40:44.899909,19,0,275.92559219263234,0,1,1,1,2,0
tx_7359,u_809,d_809,inst_809,881.5950779057226,2026-05-14 19:49:43.306556,19,0,82.36318968601849,0,1,1,1,0,0
tx_4896,u_806,d_806,inst_806,189.80508854019806,2026-05-14 19:57:43.371983,19,0,14.091545120758685,0,1,1,0,2,0
tx_8048,u_16,d_16,inst_16,876.68685596763,2026-05-14 20:38:05.553471,20,0,111.35635525757385,0,1,1,0,2,0
tx_2944,u_557,d_557,inst_557,771.0550183958344,2026-05-14 20:52:33.260430,20,0,44.58705640121801,0,1,1,1,1,0
tx_4959,u_219,d_219,inst_219,761.900964812709,2026-05-14 21:01:16.657171,21,0,293.4085676946625,0,1,1,1,0,0
tx_3263,u_152,d_152,inst_152,67.21783899344325,2026-05-14 21:53:28.319849,21,0,244.29692548116049,0,1,1,0,1,0
tx_3033,u_918,d_918,inst_918,146.30425267550117,2026-05-14 22:03:15.147002,22,0,294.67947302002443,0,1,1,1,0,0
tx_1591,u_685,d_685,inst_685,991.6931940170789,2026-05-14 22:09:14.654333,22,0,205.8777204790308,0,1,1,0,1,0
tx_9638,u_16,d_16,inst_16,465.88840829509047,2026-05-14 22:27:44.123203,22,0,235.95229023071278,0,1,1,1,2,0
tx_6831,u_844,d_844,inst_844,134.5592481512084,2026-05-14 22:45:15.030107,22,0,219.44509355638345,0,1,1,0,1,0
tx_9096,u_501,d_501,inst_501,324.4901658247035,2026-05-14 22:50:24.923515,22,0,329.57546466090986,0,1,1,1,1,0
tx_342,u_190,d_190,inst_190,214.54177641451443,2026-05-14 23:10:06.024021,23,0,129.67482366206139,0,1,1,1,2,0
tx_1200,u_120,d_120,inst_120,770.3500361325714,2026-05-14 23:14:31.368433,23,0,196.67238361747079,0,1,1,1,2,0
tx_2611,u_205,d_205,inst_205,53.62892652565395,2026-05-14 23:28:24.674973,23,0,162.47267166737686,0,1,1,1,2,0
tx_2108,u_388,d_388,inst_388,313.0592630089185,2026-05-14 23:31:28.201391,23,0,346.1666298507688,0,1,1,1,0,0
tx_8365,u_264,d_264,inst_264,775.4299556334507,2026-05-14 23:37:23.490224,23,0,286.59281755720326,0,1,1,0,2,0
tx_5518,u_928,d_928,inst_928,158.26759276327908,2026-05-14 23:44:39.375760,23,0,352.9608918556785,0,1,1,1,0,0
tx_8019,u_624,d_624,inst_624,899.3868007949533,2026-05-14 23:48:00.612392,23,0,57.545929009786114,0,1,1,0,1,0
tx_5066,u_815,d_815,inst_815,501.0305557414687,2026-05-14 23:57:32.908208,23,0,25.251230510549817,0,1,1,1,0,0
tx_5459,u_110,d_110,inst_110,956.9330390351154,2026-05-15 00:06:56.863630,0,0,134.2746720216098,0,1,1,1,0,0
tx_9589,u_541,d_541,inst_541,801.453870362137,2026-05-15 00:15:28.230795,0,0,21.05547060795375,0,1,1,1,2,0
tx_7660,u_307,d_307,inst_307,86.44347704857591,2026-05-15 00:21:37.271747,0,0,106.69627310172727,0,1,1,0,1,0
tx_3109,u_696,d_696,inst_696,632.6271006430101,2026-05-15 00:39:37.003891,0,0,349.7282918302175,0,1,1,1,2,0
tx_2819,u_374,d_374,inst_374,389.1778767715116,2026-05-15 00:57:48.369378,0,0,128.9431117577214,0,1,1,1,0,0
tx_3733,u_928,d_928,inst_928,526.442062332658,2026-05-15 01:05:46.313703,1,0,74.69958228119187,0,1,1,1,2,0
tx_9748,u_545,d_545,inst_545,84.23550862422807,2026-05-15 01:24:16.029418,1,0,151.98737527777303,0,1,1,1,2,0
tx_9354,u_908,d_908,inst_908,124.3299936510216,2026-05-15 01:29:58.156913,1,0,68.35790164046097,0,1,1,0,2,0
tx_822,u_332,d_332,inst_332,366.82421310658697,2026-05-15 01:31:43.547400,1,0,292.0085910559856,0,1,1,0,1,0
tx_154,u_467,d_467,inst_467,986.3679314050706,2026-05-15 02:12:01.819865,2,0,61.175172668266356,0,1,1,0,0,0
tx_3555,u_406,d_406,inst_406,642.7985612525333,2026-05-15 02:19:06.515795,2,0,131.5240325352901,0,1,1,0,2,0
tx_1795,u_301,d_301,inst_301,130.55241524351305,2026-05-15 02:47:16.906774,2,0,24.538348333168635,0,1,1,1,2,0
tx_6216,u_798,d_798,inst_798,195.74223826963362,2026-05-15 03:08:36.109123,3,0,70.74634741606215,0,1,1,1,0,0
tx_8305,u_833,d_833,inst_833,241.0797154608584,2026-05-15 03:10:54.840072,3,0,176.97045054414997,0,1,1,0,2,0
tx_6327,u_693,d_693,inst_693,438.2645841573873,2026-05-15 03:30:34.884336,3,0,224.736517152941,0,1,1,0,0,0
tx_3592,u_738,d_738,inst_738,589.3409520345018,2026-05-15 03:50:34.873299,3,0,59.44409728609535,0,1,1,0,2,0
tx_3941,u_415,d_415,inst_415,903.0664145053992,2026-05-15 03:51:04.698667,3,0,79.84281782380049,0,1,1,0,1,0
tx_2857,u_46,d_46,inst_46,86.98346515938408,2026-05-15 03:54:08.987587,3,0,230.37363368528202,0,1,1,0,2,0
tx_4348,u_272,d_272,inst_272,834.6356931225154,2026-05-15 03:57:10.523205,3,0,228.32260894221787,0,1,1,1,0,0
tx_1241,u_515,d_515,inst_515,787.7670101521546,2026-05-15 04:24:40.087960,4,0,272.88323975995405,0,1,1,1,0,0
tx_4402,u_657,d_657,inst_657,283.5550703687303,2026-05-15 05:21:03.704932,5,0,60.160041632696675,0,1,1,0,0,0
tx_2936,u_127,d_127,inst_127,791.6001315542793,2026-05-15 05:49:50.179072,5,0,138.93130546311346,0,1,1,1,1,0
tx_5684,u_39,d_39,inst_39,187.02802006219835,2026-05-15 06:13:50.710535,6,0,32.054098228340344,0,1,1,1,1,0
tx_8525,u_885,d_885,inst_885,71.37911105725215,2026-05-15 06:35:05.900807,6,0,208.89196493986012,0,1,1,0,0,0
tx_4215,u_553,d_553,inst_553,829.0641269528669,2026-05-15 06:37:51.466062,6,0,35.83971100616467,0,1,1,1,0,0
tx_2507,u_631,d_631,inst_631,467.1923258020609,2026-05-15 07:13:25.116318,7,0,66.94050168520286,0,1,1,1,1,0
tx_1105,u_589,d_589,inst_589,215.20048675851294,2026-05-15 07:28:28.069590,7,0,102.13570030637655,0,1,1,0,0,0
tx_1444,u_343,d_343,inst_343,874.7351416586301,2026-05-15 07:43:24.191110,7,0,333.79665551847296,0,1,1,1,1,0
tx_8056,u_344,d_344,inst_344,369.49709112970777,2026-05-15 07:59:47.429769,7,0,92.55953545012845,0,1,1,1,0,0
tx_1747,u_291,d_291,inst_291,296.82254830778254,2026-05-15 08:10:24.204702,8,0,288.07350094554266,0,1,1,0,1,0
tx_3754,u_176,d_176,inst_176,308.05152221065117,2026-05-15 08:32:27.526978,8,0,190.30995975788346,0,1,1,1,1,0
tx_5181,u_810,d_810,inst_810,838.0875398569501,2026-05-15 08:34:48.268606,8,0,214.76431499716077,0,1,1,0,2,0
tx_4696,u_514,d_514,inst_514,530.2447521373158,2026-05-15 09:41:57.538310,9,0,346.92697362396416,0,1,1,1,1,0
tx_3319,u_110,d_110,inst_110,784.1690946258205,2026-05-15 10:17:09.725796,10,0,92.3566984792532,0,1,1,1,2,0
tx_7038,u_416,d_416,inst_416,560.8075221614229,2026-05-15 10:47:25.043621,10,0,362.70074201963024,0,1,1,0,1,0
tx_2955,u_486,d_486,inst_486,709.8656558906212,2026-05-15 10:55:10.959422,10,0,30.441215282955014,0,1,1,1,1,0
tx_1257,u_540,d_540,inst_540,517.014819404365,2026-05-15 11:00:48.427875,11,0,214.62318995689452,0,1,1,0,1,0
tx_3128,u_703,d_703,inst_703,953.9161746679479,2026-05-15 11:11:53.254384,11,0,126.62955612638342,0,1,1,1,2,0
tx_8718,u_365,d_365,inst_365,889.1822159709988,2026-05-15 11:38:24.321885,11,0,342.45610369864454,0,1,1,0,1,0
tx_96,u_481,d_481,inst_481,546.5961879128944,2026-05-15 11:53:10.173989,11,0,201.49376201249947,0,1,1,1,0,0
tx_2958,u_38,d_38,inst_38,310.36800987508144,2026-05-15 12:31:16.059800,12,0,242.5616337601575,0,1,1,0,2,0
